,id1,source_1,id2,source_2
219,336,"Vegetables; cucumbers and gherkins, fresh or chilled",1059,gherkins
220,337,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled",1523,legumin
221,338,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",17476,beans
222,339,"Vegetables, leguminous; (other than peas and beans), shelled or unshelled, fresh or chilled",2100,peas
223,340,"Vegetables; celery (other than celeriac), fresh or chilled",3039,celeriac
224,341,"Vegetables; mushrooms, fresh or chilled",8211,mushrooms
225,342,"Vegetables; truffles, fresh or chilled",43029,truffles
226,343,"Vegetables; mushrooms other than of the genus Agaricus, fresh or chilled",5387,agar
227,344,"Vegetables,  fruits of the genus capsicum or of the genus pimenta",1803,cap
228,347,"Vegetables; pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled",6142,cucurbita
229,349,"Vegetables; potatoes, uncooked or cooked by steaming or boiling in water, frozen",3478,toes
230,350,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",38473,pisum
231,351,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",38118,phaseolus
232,353,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen",26743,land
233,354,"Vegetables; sweetcorn, uncooked or cooked by steaming or boiling in water, frozen",8379,tc
234,355,"Vegetables; uncooked or cooked by steaming or boiling in water, frozen, n.e.s. in chapter 7",42345,tea
235,356,"Vegetable mixtures; uncooked or cooked by steaming or boiling in water, frozen",4425,water table
236,357,"Vegetables; olives, provisionally preserved but unsuitable in that state for immediate consumption",43759,vision
237,359,"Vegetables; mushrooms of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption",5410,agaricus
238,360,"Vegetables; mushrooms other than of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption",21938,gari
239,362,"Vegetables; onions, whole, cut, sliced, broken or in powder but not further prepared, dried",1964,onions
240,363,"Vegetables; mushrooms and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",38219,lice
241,364,"Vegetables; wood ears (Auricularia spp), whole, cut, sliced, broken or in powder but not further prepared, dried",7586,ears
242,365,"Vegetables; jelly fungi (Tremella spp)), whole, cut, sliced, broken or in powder but not further prepared, dried",14892,fungi
243,366,"Vegetables; mushrooms, other than the genus Agaricus and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",44000,who
244,368,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned or split, dried",38475,pisum sativum
245,369,"Vegetables, leguminous; beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, dried, shelled, whether or not skinned or split",41222,skin
246,370,"Vegetables, leguminous; small red (adzuki) beans (phaseolus or vigna angularis), shelled, dried, whether or not skinned or split",43349,uk
247,372,"Vegetables, leguminous; bambara beans (Vigna subterranea or Voandzeia subterranea), shelled, whether or not skinned or split, dried",43659,vigna
248,375,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), dried, shelled, whether or not skinned or split",820,broad beans
249,377,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers, high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried; sago pith",3785,arrowroot
250,378,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled, desiccated",1928,nuts
251,379,"Nuts, edible; coconuts, in the inner shell (endocarp)",11003,endocarp
252,380,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled, other than desiccated",7313,peel
253,381,"Nuts, edible; Brazil nuts, fresh or dried, whether or not shelled or peeled",808,brazil
254,387,"Nuts, edible; almonds, fresh or dried, in shell",44535,almonds
255,389,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell",5606,filberts
256,390,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",5607,hazelnuts
257,391,"Nuts, edible; walnuts, fresh or dried, in shell",3688,walnuts
258,393,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell",2655,castanea
259,394,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled",42541,chest
260,395,"Nuts, edible; pistachios, fresh or dried, in shell",46484,chios
261,397,"Nuts, edible; macadamia, fresh or dried, whether or not shelled or peeled",27823,maca
262,398,"Nuts, edible; macadamia, fresh or dried, in shell",1617,macadamia nuts
263,399,"Nuts, edible; macadamia, fresh or dried, shelled",30373,macadamia
264,400,"Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled",38503,areca
265,402,"Fruit, edible; bananas, other than plantains, fresh or dried",14597,fruit
266,403,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",1161,guavas
267,405,"Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried",4861,citrus
268,406,"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried",27742,lemons
269,408,"Fruit, edible; grapes, fresh",13003,pes
270,409,"Fruit, edible; melons, (other than watermelons), fresh",1713,melons
271,411,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",39377,cerasus
272,412,"Fruit, edible; peaches including nectarines, fresh",36808,nectar
273,413,"Fruit, edible; plums and sloes, fresh",38879,plums
274,414,"Fruit, edible; black, white or red currants and gooseberries, fresh",17648,gooseberries
275,416,"Fruit, edible; durians, fresh",677,durians
276,418,"Fruit, edible; fruits n.e.s. in heading no. 0801 to 0810, fresh",14731,fruits
277,419,"Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",41987,straw
278,420,"Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter",8725,mulberries
279,426,"Fruit, edible; prunes, dried",2607,prunes
280,430,"Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions",42115,sulphur
281,431,"Coffee,  not roasted or decaffeinated",5413,coffee
282,432,"Coffee; decaffeinated, not roasted",37189,oas
283,435,"Coffee,  husks and skins",20650,skins
284,436,"Coffee; husks and skins, coffee substitutes containing coffee in any proportion",22109,husks
285,437,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg",43067,rm
286,441,"Spices; pepper (of the genus piper), neither crushed nor ground",3961,spices
287,442,"Spices; pepper (of the genus piper), crushed or ground",8736,pepper
288,443,"Spices; fruits of the genus capsicum or pimenta, dried or crushed or ground",1927,capsicum
289,444,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground",6985,dried fruits
290,445,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",20181,rush
291,446,"Spices,  vanilla",22219,ices
292,447,"Spices; vanilla, neither crushed nor ground",43352,un
293,449,"Spices; cinnamon and cinnamon-tree flowers, neither crushed nor ground",45829,cinnamon
294,450,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",4658,cinnamomum
295,451,"Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",20798,amomum
296,453,"Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground",8758,ems
297,454,"Spices; cloves (whole fruit, cloves and stems), crushed or ground",41879,stems
298,458,"Spices,  mace",8722,mace
299,461,"Spices,  cardamoms",45628,cardamoms
300,464,"Spices,  anise or badian seeds",44631,anise
301,465,"Spices,  coriander seeds",477,coriander
302,466,"Spices; coriander seeds, neither crushed nor ground",40686,seed
303,467,"Spices; coriander seeds, crushed or ground",40721,seeds
304,468,"Spices,  cumin seeds",531,cumin
305,471,"Spices,  caraway seeds",45612,caraway
306,472,"Spices,  fennel or juniper seeds",860,fennel
307,473,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground",44630,anis
308,474,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground",44631,anise
309,477,"Spices,  saffron",2965,saffron
310,478,"Spices,  turmeric (curcuma)",3558,turmeric
311,481,"Cereals,  durum wheat",3385,cereals
312,482,"Cereals; wheat and meslin, durum wheat, seed",19781,heat
313,483,"Cereals; wheat and meslin, durum wheat, other than seed",43983,wheat
314,493,"Cereals; maize (corn), seed",1636,corn (maize)
315,494,"Cereals; maize (corn), other than seed",1637,maize
316,495,"Cereals,  rice in the husk (paddy or rough)",40033,paddy
317,496,"Cereals,  husked (brown) rice",40034,rice
318,497,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",18171,holly
319,498,"Cereals; grain sorghum, seed",776,rai
320,499,"Cereals; grain sorghum, other than seed",17813,grain
321,515,"Cereal grains; rolled or flaked, of oats",39724,rain
322,522,"Flakes,  of potatoes",26614,lakes
323,524,"Flour and meal; of sago, roots or tubers of heading no. 0714",3826,sago
324,526,"Malt,  not roasted",31054,malt
325,528,"Starch,  wheat",41833,starch
326,529,"Starch,  potato",3816,potato starch
327,531,Inulin,23852,inulin
328,532,"Wheat gluten,  whether or not dried",16428,gluten
329,543,"Oil seeds; cotton seeds, seed, whether or not broken",5816,cotton
330,549,"Flours and meals of oil seeds or oleaginous fruits,  excluding soya beans and mustard seeds",8727,mustard
331,550,"Seed; sugar beet seed, of a kind used for sowing",41616,sowing
332,552,"Seed; lucerne (alfalfa) seed, of a kind used for sowing",32735,alfalfa
333,553,"Seed; clover (trifolium spp.) seed, of a kind used for sowing",42858,trifolium
334,555,"Seed; kentucky blue grass (poa pratensis l.) seed, of a kind used for sowing",8958,ensis
335,556,"Seed; rye grass (lolium multiflorum lam., lolium perenne l.) seed, of a kind used for sowing",29629,lolium
336,557,"Seed; of forage plants, other than beet seed, n.e.s. in item no. 1209.2",20658,forage
337,561,"Hop cones,  neither ground nor powdered nor in the form of pellets",4209,cones
338,563,"Ginseng roots, used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes; fresh or dried, whether or not cut, crushed or powdered",20209,ginseng
339,564,"Coca leaf; used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",37533,oca
340,566,"Plants and parts (including seeds and fruits) n.e.s. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes; fresh or dried, whether or not cut, crushed or powdered",14730,fresh fruits
341,567,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",3071,seaweeds
342,572,Lucerne (alfalfa) meal and pellets,8721,lucerne meal
343,573,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise",19675,hay
344,574,Gum Arabic,18921,gum arabic
345,575,"Natural gums, resins, gum-resins, balsams, n.e.s. in heading no. 1301",37233,balsa
346,576,"Vegetable saps and extracts,  opium",5057,opium
347,577,"Vegetable saps and extracts,  of liquorice",1563,liquorice
348,578,"Vegetable saps and extracts,  of hops",1271,hops
349,579,"Vegetable saps and extracts,  of pyrethrum or of the roots of plants containing rotenone",10840,extracts
350,580,"Vegetable saps and extracts,  n.e.s. in item no. 1302.1",27677,acts
351,581,"Mucilages and thickeners; agar-agar, whether or not modified, derived from vegetable products",5388,agar agar
352,582,Bamboo used primarily for plaiting,19788,lai
353,583,"Vegetable products,  cotton linters",2349,vegetable products
354,590,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil; not emulsified or mixed or otherwise prepared",41867,stearin
355,591,"Oils of fish; fish-liver oils and their fractions, whether or not refined, but not chemically modified",37296,oils
356,592,Wool grease and fatty substances derived therefrom (including lanolin),16698,substances
357,596,"Vegetable oils; ground-nut oil and its fractions, crude, not chemically modified",43533,vegetable oils
358,601,"Vegetable oils; palm oil and its fractions, crude, not chemically modified",37628,palm oils
359,603,"Vegetable oils; sunflower seed or safflower oil and their fractions, crude, not chemically modified",2964,safflower
360,604,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",19989,sunflower
361,605,"Vegetable oils; cotton-seed oil and its fractions; crude, whether or not gossypol has been removed, not chemically modified",4863,gossypol
362,623,"Vegetable oils; jojoba oil and its fractions, whether or not refined, but not chemically modified",1421,jojoba
363,625,"Animal fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",21729,hydrogen
364,627,"Margarine,  excluding liquid margarine",31718,margarine
365,628,"Edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",39879,rent
366,630,Industrial monocarboxylic fatty acids n.e.s. in heading no. 1519,7407,dust
367,631,"Vegetable waxes (other than triglycerides),  whether or not refined or coloured",3516,triglycerides
368,632,"Degras,  residues resulting from the treatment of fatty substances or animal or vegetable waxes",39908,residues
369,633,"Meat preparations; sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",2966,sage
370,634,"Meat preparations; homogenised preparations of meat, meat offal or blood",37716,para
371,635,"Meat preparations,  of the prepared or preserved liver of any animal (excluding homogenised preparations)",39773,rations
372,643,"Meat preparations; of meat, meat offal or the blood of any animal, n.e.s. in heading no. 1602",45589,blood
373,646,"Fish preparations; sardines, sardinella and brisling or sprats, prepared or preserved, whole or in pieces (but not minced)",41751,brisling
374,651,"Fish preparations,  caviar and caviar substitutes",2921,caviar
375,652,"Fish preparations,  caviar",18785,cavia
376,655,"Crustacean preparations; shrimps and prawns, prepared or preserved",45156,awns
377,656,"Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers",5617,containers
378,660,"Mollusc preparations; scallops, including queen scallops, prepared or preserved",40515,scallops
379,664,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved",39161,arkshells
380,668,"Aquatic invertebrates; sea cucumbers, prepared or preserved",43578,vertebrates
381,669,"Aquatic invertebrates; sea urchins, prepared or preserved",40642,sea urchins
382,672,"Sugars; cane sugar, raw, in solid form, not containing added flavouring or colouring matter",904,flavour
383,673,"Sugars; beet sugar, raw, in solid form, not containing added flavouring or colouring matter",5488,colour
384,674,"Sugars; cane sugar, raw, in solid form, as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter",12517,flavouring
385,675,"Sucrose; chemically pure, containing added flavouring or colouring matter, in solid form",42076,sucrose
386,677,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",26469,lactose
387,680,"Sugars; glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter",14582,fructose
388,682,"Sugars; fructose, chemically pure, in solid form",42101,sugars
389,685,"Sugars; molasses, from sugar cane, resulting from the extraction or refining of sugar",5940,traction
390,686,"Sugars; molasses, from sugar beet, resulting from the extraction or refining of sugar",21389,extraction
391,687,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",4074,chocolate
392,688,"Cocoa; shells, husks, skins and other cocoa waste",8155,cocoa husks
393,693,"Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg",5424,cola
394,697,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares",814,bread
395,698,"Food preparations; of flour, meal, starch, malt extract or milk products, for uses n.e.s. in heading no. 1901",43450,uses
396,699,"Food preparations; pasta, containing eggs, uncooked, not stuffed or otherwise prepared",18900,tuff
397,700,"Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared",37848,pasta
398,704,"Food preparations; tapioca and substitutes thereof, prepared from starch in the form of flakes, grains, pearls, siftings or similar",37884,pearls
399,705,"Food preparations,  obtained by the swelling or roasting of cereals or cereal products",9995,swelling
400,707,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (eg corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat",11294,bulgur
401,711,"Food preparations; sweet biscuits, waffles and wafers, whether or not containing cocoa",5030,biscuits
402,716,"Vegetable preparations; cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",43228,acetic acid
403,717,"Vegetable preparations; vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid (excluding cucumbers, gherkins and onions)",16851,plant parts
404,718,"Vegetable preparations; tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",43731,vinegar
405,732,"Vegetable preparations; sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen",10571,zea
406,733,"Vegetable preparations; bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",3154,shoots
407,736,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes; homogenised, cooked preparations, whether or not containing added sugar or other sweetening matter",1668,marmalades
408,737,"Jams, jellies, marmalades, purees and pastes; of citrus fruit, being cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter",25188,jams
409,738,"Jams, fruit jellies, marmalades, purees and pastes; of fruit or nuts n.e.s. in heading no. 2007, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter",44886,pastes
410,746,"Fruit; peaches, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit",37875,peaches
411,748,"Palm hearts; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit",19752,heart
412,750,"Fruit; cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea), prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit",43469,vaccinium
413,768,"Juice; Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter",43782,vitis
414,771,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee",5565,concentrates
415,773,"Yeasts,  active",44181,yeasts
416,774,"Yeasts; inactive, other single-cell micro-organisms, dead",36012,organisms
417,775,"Baking powders,  prepared",7457,powders
418,776,"Sauces,  tomato ketchup and other tomato sauces",40483,sauces
419,778,"Sauces and preparations therefor,  mixed condiments and mixed seasonings",5570,condiments
420,779,Soups and broths and preparations therefor,4546,soups
421,780,Homogenised composite food preparations,16929,site
422,782,"Protein,  concentrates and textured protein substances",3863,texture
423,784,"Waters; mineral and aerated, including natural or artificial, (not containing added sugar or other sweetening matter nor flavoured)",7204,neral
424,785,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow",41288,snow
425,787,"Non-alcoholic beverages; n.e.s. in item no. 2202.10, not including fruit or vegetable juices of heading no. 2009",8112,alcoholic beverages
426,789,"Wine,  sparkling",45741,champagne and sparkling wines
427,793,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less",3620,vermouth
428,794,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres",17966,grapes
429,795,"Beverages, fermented; (eg cider, perry, mead)",2205,perry
430,796,"Undenatured ethyl alcohol,  of an alcoholic strength by volume of 80% vol. or higher",41989,strength
431,797,"Ethyl alcohol and other spirits; denatured, of any strength",41719,spirits
432,798,Spirits obtained by distilling grape wine or grape marc,6880,distilling
433,799,Whiskies,3718,whiskies
434,802,Vodka,6989,vodka
435,803,Liqueurs and cordials,9974,cord
436,804,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",29010,liqueurs
437,806,"Flours, meals and pellets; of meat or meat offal, greaves",45134,aves
438,808,"Bran, sharps and other residues; of rice, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",709,bran
439,809,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",710,cereal bran
440,810,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",34376,milling
441,812,"Brewing or distilling dregs and waste,  whether or not in the form of pellets",894,brewing
442,822,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils",8638,kernels
443,825,"Wine lees,  argol",11493,lees
444,826,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",11429,feeding
445,827,"Dog or cat food; put up for retail sale, used in animal feeding",39940,retail
446,828,"Dog or cat food; (not put up for retail sale), used in animal feeding",42258,tail
447,829,"Tobacco, (not stemmed or stripped)",42641,tobacco
448,831,Tobacco refuse,2829,refuse
449,832,"Cigars, cheroots and cigarillos; containing tobacco including the weight of every band, wrapper or attachment thereto",40149,roots
450,833,"Cigars, cigarillos and cheroots; containing tobacco substitutes including the weight of every band, wrapper or attachment thereto",41055,atta
451,840,Aviation spirit **LEGACY NON-WCO CODE**,6820,aviation
452,841,Light petroleum distillates nes **LEGACY NON-WCO CODE**,28521,light
453,842,Phosphorus,5909,dissolved organic phosphorus
454,844,Phosphoric acid and polyphosphoric acids,45273,acids
455,845,"Ammonia,  anhydrous",19505,ammonia
456,846,"Halogenated derivatives of aromatic hydrocarbons; hexachlorobenzene and DDT (1,1,1-tri-chloro-2,2-bis (p-chlorophenyl) ethane)",2027,carbon
457,847,"Alcohols; polyhydric, glycerol",8263,alcohols
458,848,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol",8724,menthol
459,849,"Aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; vanillin (4-hydroxy-3-methoxybenzaldehyde)",2244,phenols
460,850,"Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters",9818,esters
461,851,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, binapacryl (ISO)",37537,oxides
462,852,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), citric acid",37545,oxygen
463,854,"Amino-aldehydes, amino-ketones and amino-quinones; other than those containing more than one kind of oxygen function; salts thereof",8385,aldehydes
464,855,"Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof",1973,carbamates
465,856,"Organo-sulphur compounds,  thiocarbamates and dithiocarbamates",1974,dithiocarbamates
466,857,"Organo-sulphur compounds,  captafol (ISO) and methamidophos (ISO)",14704,captafol
467,858,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), n.e.s. in item no. 2932.9",26459,lactones
468,864,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products",5544,mixed fertilizers
469,865,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution",11766,fertilizers
470,866,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate",10920,mineral fertilizers
471,867,"Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate",16208,ammonium
472,868,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution",370,nitrate-nitrogen
473,869,"Fertilizers, mineral or chemical; ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, mixtures thereof",1438,calcium
474,870,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",37013,nitrogen
475,871,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate",17209,salts
476,872,"Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution",43393,urea
477,874,"Fertilizers, mineral or chemical; phosphatic, superphosphates",20550,phosphates
478,877,"Fertilizers, mineral or chemical; potassic, potassium chloride",39096,potassium
479,878,"Fertilizers, mineral or chemical; potassic, potassium sulphate",39106,potassium sulphate
480,880,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg",5197,tablets
481,881,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",8526,elements
482,882,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)",21691,ammonium fertilizers
483,885,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates",37006,nitrates
484,886,"Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium",38198,phosphorus
485,888,"Oils, essential; of orange (terpeneless or not), including concretes and absolutes",5569,concrete
486,889,"Oils, essential; of lemon (terpeneless or not), including concretes and absolutes",7417,solutes
487,891,"Oils, essential; of peppermint (mentha piperita), terpeneless or not, including concretes and absolutes",1774,mint
488,892,"Oils, essential; of mints (excluding peppermint), terpeneless or not, including concretes and absolutes",33326,peppermint
489,895,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, terpenic by-products, aqueous distillates and solutions",11614,solutions
490,896,Casein,359,kappa-casein
491,897,"Caseinates and other casein derivatives,  casein glues",1876,glues
492,898,"Albumins,  egg albumin",7971,albumins
493,901,"Albumins; milk albumin, including concentrates of two or more whey proteins",39347,proteins
494,902,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading no. 3501",2437,casein
495,904,Dextrins and other modified starches,6637,dextrins
496,905,"Enzymes,  rennet and concentrates thereof",7339,rennet
497,906,"Insecticides,  put up in forms or packings for retail sale or as preparations or articles",23400,insecticides
498,907,"Fungicides,  put up in forms or packings for retail sale or as preparations or articles",14905,fungicides
499,908,"Herbicides, anti-sprouting products and plant-growth regulators; put up in forms or packings for retail sale or as preparations or articles",4163,sprouting
500,909,"Insecticides, rodenticides, fungicides, disinfectants, herbicides and the like; containing one or more substances specified in Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles",6869,disinfectants
501,911,"Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids",11215,fatty acids
502,912,"Sorbitol,  other than that of subheading no. 2905.44",41543,sorbitol
503,913,"Biodiesel and mixtures thereof,  not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",19618,biodiesel
504,914,"Rubber; natural rubber latex, whether or not pre-vulcanised, in primary forms or in plates, sheets or strip",17122,canis
505,915,"Rubber; natural (excluding latex), in smoked sheets",27250,latex
506,916,"Rubber; technically specified natural rubber (TSNR), in primary forms or in plates, sheets or strip (excluding latex and smoked sheets)",40189,rubber
507,918,"Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip",3737,chicle
508,919,"Hides and skins; raw, whole, of bovine or equine animals, of a weight per skin not exceeding 8kg when simply dried, 10kg when dry-salted or 14kg when fresh, wet-salted or otherwise preserved",36191,wet weight
509,921,"Hides and skins; (not whole), but including butts, bends and bellies, of bovine (incl. buffalo) and equine animals, fresh, salted or preserved, but not tanned, parchment dressed or further prepared, whether or not dehaired or split",19311,hair
510,922,"Skins; raw, of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), with wool on",26646,lambs
511,923,"Skins; raw, of sheep or lambs, pickled (but not tanned, parchment-dressed or further preserved), without wool on",44105,wool
512,924,"Skins; raw, of sheep or lambs, fresh or salted, dried, limed or otherwise preserved other than by pickling, (but not tanned, parchment-dressed or further preserved), without wool on",38315,pickling
513,926,"Hides and skins; raw, of animals n.e.s. in this chapter, fresh, salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), whether or not dehaired or split (not furskins)",15005,furs
514,927,"Tanned or crust hides and skins; without hair on, bovine or equine, in the wet state (including wet blue), full grains, unsplit; grain splits",16922,state
515,933,"Tanned or crust hides and skins; of goats or kids, without hair on, whether or not split, but not further prepared, in the wet state (including wet blue)",25944,kids
