,0
641,"Dentists', barbers', or similar chairs and parts thereof"
642,Tables for surgical operation
643,Hospital beds with mechanical fittings
644,"Other furnitures for medicine,surgery,dentistry,etc."
645,Metal furniture for offices
646,Other metal furniture
647,Wooden furniture for offices
648,Wooden furniture for kitchen
649,Wooden furniture for bedroom
650,Other wooden furniture
651,Other articles for funfair
652,Automatic bowling
653,Other articles for funfair
654,Articles for christmas festivities
655,Festive carnival or other entertainment articles
656,Skis for snow
657,Ski fastenings
658,Other articles and equipment f/skiing in the snow
659,Sailboards
660,Aquatic skis and oth.equipment f/aquatic sports
661,Complete clubs for golf
662,"Tubes for microwaves, klystrons"
663,Other tubes for microwaves
664,Receiver or amplifier tubes
665,Potency valves for transmissions
666,"Other lamps,tubes,valves,electronic,etc"
667,Deflection coils (yokes) for cathode-ray tubes
668,Ferrite cores for deflection coils
669,Electronic guns for cathode-ray tubes
670,"Assem.cons.of glass panel in grid,etc.f/trichrom.tubes"
671,Other parts for cathode-ray tubes
672,"Parts of lamps,other tubes and valves,electron.etc."
673,"Diodes not mounted, zener"
674,"Diodes not mounted, of current intensity<=3a"
675,Other diodes not mounted
676,"Zener diodes mounted f/surface mounted device(""smd"")"
677,"Diodes mounted,f/surf.moun.dev.of current intensity<=3a"
678,"Other diodes mounted f/surface mounted device(""smd"")"
679,Other zener diodes
680,Other diodes of current intensity<=3a
681,"Oth.diodes,oth.than photo-diodes/ light-emitting diodes"
682,"Dumpers f/the transp.of goods,for off-highway use"
683,"Dumpers f/the transp.of goods>=85t,f/off-highway use"
684,"Oth.dumpers f/the transp.of goods,f/off-highway use"
685,"Chassis fitted with dies.engine/cab,of gross weight<=5t"
686,Motor vehicles with diesel engine/tipping body weig<=5t
687,Motor vehicles refriger.etc.with diesel engineweig<=5t
688,"Other motor vehicles with diesel engine,weigh<=5t"
689,"Chassis fitted with dies.engine and cab,5t<weig<=20t"
690,Motor vehic.with diesel engine/tipp.body 5t<weig<=20t
691,"Motor vehic.refrig.etc.with diesel engine,5t<wei<=20t"
692,"Oth.motor vehicles with diesel engine,5t<wei<=20t"
693,"Chassis fitted with dies.engine and cab,wei>20t"
694,Motor vehicles with diesel engine/tipp.body wei>20t
695,"Motor vehic.refriger.etc.with diesel engine,wei>20t"
696,"Oth.motor vehicles with diesel engine,wei>20t"
697,"Chassis fitted with motor explosion and cab,wei<=5t"
698,Telescopic sights for fitting to arms
699,"Periscopes,telescopes f/optical mach.appl.instruments"
700,"Lasers, other than laser diodes"
701,Liquid crystal devices (lcd)
702,"Other devices,optical appliances and instruments"
703,"Parts and access.of telescopic sights,periscopes,etc."
704,Direction finding compasses
705,Height measure for aeronautical or space navigation
706,Automat.pilots f/aeronautical or space navigation
707,Inclinometers for aeronautical or space navigation
708,Oth.instrum.and applian.f/aeronautical/space navigation
709,Echo sounding or ultrasonic sounding f/navigation
710,Other instruments and appliances f/navigation
711,Parts and acess.f/instrum.and appliances f/navigation
712,Rangefinders
713,"Theodolites and tachymeters,with prism,etc.prec=1sec"
714,Other theodolites and tachymeters
715,Levels
716,"Photogrammetrical,surveying instruments and appliances"
717,Bucket-wheel current meters/hydrometric paddle wheels
718,"Digit.trans.appar.f/voice/data, oper.c, ku, l or s band"
719,Ot.transmission appar. inc.recep.of satellite telecom.
720,Transmis.appar./recep.of cellul.telefhon.f/base station
721,Portable apparatus of cellular telephonic
722,Fixed appar.of cellul.teleph.without inter.power source
723,"Portable apparatus of cellular teleph., f/motor vehicles"
724,Oth.transmis.appar.recep.of cellulartelefhonic
725,Transm.appar./recep.of type modems
726,Transm.appar./recep.of radio-broadcasting
727,Other articles of cobalt
728,Bismuth in brute
729,"Bismuth articles, including waste and scrap, of bismuth"
730,Liquid elevators
731,Parts of pumps for liquids
732,Rods of pumping for extraction of oil
733,Other parts of pumps for liquids
734,Parts of elevators of liquids
735,Vacuum pumps
736,Hand or foot-operated air pumps
737,"Hermetic moto-compressor, capacity<4700 calories/hour"
738,Oth.hermetic moto-compressors refrigerating equipment
739,Compressor f/refrigerating equipm.cap<=16000 calories/h
740,Other compressors for refrigerating equipment
741,"Air compressors, of alternative displacement"
742,"Air compressor, of screw, moun.wheeled chassis f/towing"
743,"Oth.air compressors, mount.on a wheeled chassis f/towing"
744,"Table fan, with electric motor, of potency<=125w"
745,"Celling fan, with electric motor, of potency<=125w"
746,"Other fans with electric motor, of potency<=125w"
747,Micro-fans with bodies of a surface area<90cm2
748,Other fans
749,Other rotary boring machinery
750,Other boring machinery/perforation
751,"Other self-propelled earth-moving, etc."
752,"Tamping or compacting machinery, etc.exc.self-propelled"
753,"Ot.scraping-transpor.of earth, etc.exc.self-propelled"
754,"Front equipments f/dig-loaders, etc.cap>4m3"
755,Indicator panels incor.liquid crystal/light emit.diodes
756,Other electric sound or visual signalling apparatus
757,Parts of electric sound or visual signalling apparatus
758,"Fixed capacitors, f/elect.line 50/60hz, pot>=0.5kvar"
759,"Elect.capacit., fixed of tantalus, f/surf.mounted device"
760,"Electr.capacit., fixed of tantalus, surf.moun.dev.t<=125v"
761,"Oth.elec.capacit., fixed of tantalus, f/surf.mount.device"
762,"Other electrical capacitors, fixed of tantalus"
763,"Electrolytic fixed capacitors, of aluminium"
764,"Fixed capacitors with ceram.diel.single layer, surf.moun"
765,Oth.fixed capacitors with ceram.diel.single layer
766,Oth.fixed capacit.with ceram.diel.surf.moun.device
767,"Other eletric.machinery with sel function, not mentioned"
768,Proximity cards and tags
769,"Radio-freq.amplifier f/transmit.microwave sign,hpa,etc"
770,"Radio-freq.amplifier f/receiving microwave sign,lna,etc"
771,Radio-freq.amplifier f/broadcasting television signals
772,Other radio-freq.amplifier f/receiv.microwave signals
773,Oth.radio-freq.amplifier f/transmit.microwave signals
774,Other radio-frequency amplifiers
775,Appliances for electrocuting insects
776,Gener.of special effects with man.2/3 dimen.etc.f/video
777,"Digital character generators, for video"
778,"Frame synchronizer,etc.time base recorders,f/video"
779,"Editing controller, for video"
780,"Real time digital mixers>=8 input,f/video"
781,"Routing switches 20<input,16<output,f/video"
782,"Other machines and auxiliary apparels,for video"
783,Television standard transcoders or converter
784,"Propellers,rotors and parts thereof f/aircraft,etc."
785,"Under-carriages and parts thereof f/aircraft,etc."
786,Other parts of aeroplanes or helicopters
787,Other parts for aircraft/space
788,"Parachutes/rotochutes,its parts and access."
789,"Apparatus and devices f/aircraft launching,etc.parts"
790,Flight simulators apparatus and parts thereof
791,Air combat simulators and parts thereof
792,"Other ground flight training apparatus,etc"
793,"Cruise ships, excursion boats, ferry-boats,etc"
794,Tankers ships
795,"Refrigerated vessels, excluding tankers"
796,Oth.vessels f/the transp.of goods or persons/goods
797,"Oth.light-emitting diodes (led) n/mounted,exc.laser"
798,Laser diodes with wavelength 1300mm or 1500mm
799,Other laser diodes
800,Photo-diodes/photo-transistors/photo-thyristors mounted
801,Photo-resistors mounted
802,"Optic couplers,for surface mounted device (smd)"
803,Oth.photosensitive semiconductor device mounted
804,Photo-diodes in modules or panels
805,Solar cells in modules or panels
806,Other photovoltaic cells in modules or panels
807,Other semiconductor devices not mounted
808,Other semiconductor devices mounted
809,"Mount.piezo-electr.crystals,of quartzo,1<=freq<=100mhz"
810,Other mounted piezo-electric crystals
811,"Support-connector in strips,diodes,etc.semiconductor"
812,Coverings for making capsules
813,"Oth.parts of diodes,transistors,etc.semiconduct."
814,Chassis with engines f/dumpers and tractors exc.road
815,Oth.chassis with engines f/automobiles of passeng/goods
816,"Bodies (including cabs),for automobiles of passengers"
817,Bodies (incl.cabs) f/dumpers/tractors exc.road
818,Bodies f/motor vehic.transp>=10persons or f/load
819,Bumpers and parts thereof f/motor vehicles
820,Seatbelts for motor vehicles
821,Mudguards f/dumpers and tractors exc.road
822,Radiator cowlings for dumpers/tractors exc.road
823,Doors for dumpers and tractors except road
824,Dashboards for dumpers/tractors except road
825,Other parts/acess.of bodies f/dumpers and tractors
826,Mudguards for motor vehicles
827,Radiator cowlings for motor vehicles
828,Doors for motor vehicles
829,Dashboards for motor vehicles
830,Gas gener.to inflate airbags/activ.safety belt ratract.
831,Inflatable bags for automobiles airbags
832,Scintigraphic apparatus
833,Positron emission tomography scanner
834,Gamma chambers
835,Other scintigraphic apparatus
836,Endoscopy
837,Audiometers
838,Gamma chambers
839,Other electro-diagnostic apparatus
840,Parts of electro-diagnostic apparatus
841,Ultraviolet or infrared ray apparatus
842,"Surgery apparatus,laser type"
843,"Other apparatus f/oral treatment,laser type"
844,Other ultraviolet or infrared ray apparatus
845,"Syringes of plastic,with or without needles,cap<=2cm3"
846,"Other syringes of plastic,with or without needles"
847,"Syringes of other material,with or without needles"
848,"Tubular metal needles, gums"
849,"Tubul.needles,of steel chrome-niquel/three-sided bisel"
850,Other tubular metal needles
851,Needles for sutures
852,Other needles
853,"Probes, catheters and stems, of rubber"
854,Other television cameras
855,Still image video cameras and oth.video camera
856,Video camera with 3 or more image recorders
857,Oth.video cameras f/capturing infrared spectrum
858,Other video cameras
859,Apparatus for broadcasting on am
860,Apparatus for broadcasting on fm
861,Other transm. appar./equip. for radio-broadcasting
862,"Appar. of television, with freq.>7ghz"
863,"Appar. of telev., uhf band, 2.0 to 2.7 ghz, pot. 10 to 100w"
864,"Appar. of telev., uhf band, output pot.>10kw"
865,"Appar. of telev., uhf band, output pot.>=20kw"
866,Other television transmitter apparatus
867,Transm./recept.appar. of radio-broadcasting
868,"Transm./recept.appar. of television, freq.>7ghz"
869,Other transm.appar.with recept. of telev.
870,Tv cameras with 3 or more image pickups (captivators)
871,"Tv cameras with ccd imag. sensor, etc. light.< 0, 20 lux"
872,Cards incorporating an electronic integrated circuit
873,Cards incorporating 1 electronic integrated circuit
874,"Oth.rom, prom,etc.memoirs,mounted,f/surf.moun.dev."
875,"Oth.memories,mounted,f/surface mounted device"
876,"Oth.dig.monolithic integ.circuits,moun.,f/surf.moun.dev"
877,"Other rom,prom,etc.memories,mounted"
878,Other mounted memories
879,"Other digital monolithic integrated circuits,mounted"
880,"Digital monolithic integrated circuits,n/mounted"
881,"Static memories (sram) with time<=25ns,mounted"
882,"Microprocessors,mounted,f/surface mounted device"
883,"Microcontrollers,mounted,f/surface mounted device"
884,"Co-processors,mounted,f/surface mounted device"
885,"Monolithic integrated circuits,mounted,""chipset"""
886,Drive-axles with differential f/motor vehicles
887,Axles and parts except. drive/trac./dumpers
888,"Other axels and its parts,f/motor vehicles"
889,"Oth.axels and its parts,f/dumpers/tractors exc.road"
890,"Other axels and its parts,f/motor vehicles"
891,"Wheels of propellers axels its parts,f/dumpers/tractors"
892,"Other wheels,its parts and acess.f/motor vehicles"
893,Suspension shock-absorbers f/tractors and motor vehic.
894,Radiators f/tractors and motor vehicles
895,Silencers and exhaust pipes f/tractors and motor vehic.
896,Clutches and parts thereof f/tractors and motor vehic.
897,Steering wheel  f/dumpers/tractors exc.road
898,Steering columns f/dumpers/tractors exc.road
899,Steering boxes f/dumpers/tractors exc.road
900,Steering wheels for motorized vehicles
901,Steering columns for motor vehicles
902,Steering boxes for motor vehicles
903,Other parts and access.f/tractors and motor vehicles
904,Binocular microsc.of a kind used in ophthalmic surgery
905,Other ophthalmic instruments and appliances
906,"Instruments and appliances,f/blood transfusions,etc"
907,Electric bistouries
908,Other bistouries
909,Lithotriptors using shock waves
910,Lithotomes and other lithotriptors
911,Artificial kidney
912,Diathermy apparatus
913,Artificial incubators for babies
914,Apparatus for measuring arterial pressure
915,"Microwave intra-urethral therapy equipment,computer."
916,Endoscope
917,"Clips,applicators ,extractors f/appar.used medical,etc"
918,Automatic external defibrillators
919,"Oth.instrum.and appliances used in medical,surgery,etc"
920,Mechano-therapy appl.of massage/of psych.aptitude-testi
921,Oxygen therapy apparatus
922,Aerosol therapy apparatus
923,Artificial respiration apparatus
924,Appliances known as iron lungs
925,Ozone therapy apparatus and oth.of therapeutic respir.
926,Combined w / sound recording or playback sound
927,"Recep.appar.radio casset.players, f/motor vehicles"
928,Ot.recep.appar.radio-br.with sound appar.f/motor vehic.
929,"Oth.recep.appar.radio-broadcasting f/motor vehicles, etc"
930,Oth.recep.appar.radio-br.with casset.players/recorded
931,Oth.recep.appar.radio-br.with cass.players/cass./recor.
932,Oth.recep.appar.radio-br.with recor.appar./sound reprod
933,"Recep.appar.of radio with clock, by electricity"
934,Tuning amplifiers (receiver)
935,"Oth.reception apparatus for radio-broadcasting, etc."
936,Reception appar.personal of radium-mes.in screen(ecran)
937,Other reception appar.personal of radium-message
938,Ot.recep.app.radio-telep./radio-telegr./radio-broad.etc
939,Apar.recep.f/broadcasting w/apar. of rec/play sound
940,Other radio-broad.recep.appar/equip. comb. with cass.play. and rec.
941,"Other mounted memories,f/surface mounted device"
942,"Other digital monolithic integrated circuits,mounted"
943,Other static memories with an access time<=25ns
944,Other microprocessors
945,Other microcontrollers
946,Other co-processors
947,"Other digital monolithic integrated circuits ""chipset"""
948,Other memories
949,Other commut. appar./equip. for teleph./telegraph.
950,Digital routers with capac.by wireless connection
951,Digital routers with serial interface speed 4mbits/sec
952,Other digital routers
953,Equip.of term./ repeat. in metalic lines
954,"Equip. of term./repeat.optic fiber with speed>2,5gbits/s"
955,"Output unit for video, with policr. crt (cathode ray tube)"
956,Monitors with monocr. crt (cathode ray tube)
957,"Video monitors, colour, with sweep selec."
958,Monitors with policr. crt (cathode ray tube)
959,"Other monit. used exclusively. with auto. machin. of  84.71 posi., monocr."
960,"Other monit. used exclusively. with auto. machin. of  84.71 posi., policr."
961,"Other video output unit, policr."
962,Other monochrome monitors
963,Other monitors polychromatic
964,Other input/output units for data proc.mach.
965,Other vídeo projectors
966,With technology dmd (digital micromirror device)
967,Other projectors
968,"Other integ.dec.rec., without radiofreq.output, with audio input"
969,"Other dig.sign integr.rec.dec. of cod. video, colour"
970,Other rec. appar.of mm telev.comb. with other colour
971,"Hybr.integ.circuit thick.of layer<=1micron,freq>=800mhz"
972,Oth.hybr.integ.circuit thick.of layer<=1micron
973,Other hybrid integrated circuits
974,Electronic microassemblies
975,"Hybrid integrated circuits,t<=1micron f>=800mh"
976,"Other hybrid integrated circuits,t<=1micron"
977,Other hybrid integrated circuits
978,Electronic microassemblies
979,"Support-connector in strips,f/integ.circuits,etc.electr"
980,"Coverings f/making capsules,f/integ.circuits,etc.electr"
981,Oth.parts f/integ.circuits and electr.microassemblies
982,Particle accelerators
983,Ion implanters for doping semiconductor materials
984,Other electric particle accelerators
985,Electric signal generators
986,"Mach.appar.f/electroplat.electrolysis,electrophoresis"
987,Electric fence energisers
988,Radio-freq. amplifier for microwave pot>2.7kw v.twt
989,Free-wheel sprocket-wheels p/bicyc.and oth.cycles
990,Coaster braking hubs p/bicycles and other cycles
991,Oth.brakes and parts thereof f/bicycles and oth.cycles
992,Saddles of bicycles and other cycles
993,"Pedals,crank-gear and parts thereof,f/bicycles,etc."
994,Oth.parts and access.f/bicycles and other cycles
995,Speed changers f/bicycles and other cycles
996,Other parts and access.f/bicycles and other cycles
997,"Baby carriages,similar vehicles and parts thereof"
998,Trailers/semi-trailers f/housing or camping
999,"Trailers/self-unload.semi-trailers,etc.f/agricul.purp."
1000,Tanker trailers for the transport of goods
1001,Oth.tanker trailers semi-trailers f/the transp.of goods
1002,Other tanker trailers semi-trailers
1003,Other vehicles no no self-propellers
1004,Chassis for trailers and semi-trailers
1005,Oth.parts of trailers/semi-trailers/vehicl.n/self-prop.
1006,Gliders and hang gliders
1007,Gliders and hang gliders
1008,Text terminals that oper.with baudot´s code transm.
1009,Hubs
1010,Modems for telecom. (dig.port)
1011,Other equip. of term. or repeat.
1012,Transm./recep. appar/equip.of trunk system
1013,Transm./recep. appar/equip.of cellular telephony
1014,Transm./recep. appar/equip.of telec.by satellite
1015,"Transm./recep. appar/equip.for  sat . dig. oper. band c, ku"
1016,Other transm./recep. appar./equip.for satellite
1017,"Portable.term.of amateur radio (ham) system, transm.<=112kbits/s"
1018,"Radio/teleph. appar/equip.dig. freq<15ghz, rate<=34mbits/s"
1019,Furniture of plastics
1020,"Furniture of oth.materials,incl.cane,osier,bamboo,etc."
1021,Other varistors
1022,Spectrographs of optical emission(atomic emission)
1023,Other spectrographs
1024,Exposure meters
1025,Colorimeters
1026,Photometers
1027,Refractometers
1028,Saccharimeters
1029,Flow cytometers
1030,Oth.instr.and appar.using optical radiations
1031,Calorimeters
1032,Viscosimeters
1033,Densitometers
1034,Ph-meters apparatus
1035,Mass spectrometers
1036,Polarographs
1037,"Oth.instrum.and appl.f/analysis/testing/measuring,etc"
1038,Light meter
1039,"Other instrum.and appl.for analysis/testing/measuring,etc"
1040,Microtomes
1041,Parts and access.f/spectrometers of optical emission
1042,Parts and access.f/spectrographs of optical emission
1043,Parts and accessories of polarographs
1044,"Parts and access.f/oth.instrum.and appl.f/analysis,etc"
1045,"Compressed natural gas meters, electronic"
1046,"Compressed natural gas meters,electronic,f/gas stations"
1047,"Furniture of oth.materials,incl.rattan,osier,bamboo,simil. mat."
1048,Parts for wooden furniture
1049,"Parts for furniture, of other materials"
1050,Mattress supports
1051,"Rubber mattresses/alveolar plastics, including covered ones"
1052,Mattresses of other materials
1053,Sleeping bags
1054,"Eiderdowns, cushions, pouffes, pillows and simil.articles"
1055,Scyalitic lamps
1056,"Chand.and elect.lamps ligh.fittin.of stone,f/ceil/wall"
1057,"Chand.and elect.lamps ligh.fittin.of glass,f/ceil/wall"
1058,Chand.and elect.lamps ligh.fittin.base met.f/ceil/wall
1059,Chand.and elect.lamps ligh.fittin.oth.mat.f/ceil/wall
1060,"Bedside or office electric lamps,etc"
1061,Lighting sets for christmas trees
1062,"Oth.electric lamps and lighting fittings,of base metal"
1063,"Oth.electric lamps and light.fittings,of oth.materials"
1064,Non-electrical lamps and lighting fittings
1065,"Illuminated signs,illuminated name-plates,etc."
1066,"Other compressed natural gas meters, electronic"
1067,Other gas meters
1068,"Liquid meters, weight <= 50kg"
1069,"Liquid meters, weight > 50kg"
1070,"Monophase meters,p/alter.elec.current,digital"
1071,"Other monophase meters,p/alter.elec.current"
1072,"Electricity two-phase meters,digital"
1073,Other electricity two-phase meters
1074,"Electricity triphases meters,digital"
1075,Other electricity triphases meters
1076,Other electricity meters
1077,Parts and accessories electricity meters
1078,Parts and accessories f/gas/liquid meters
1079,Revolution counters or product.counters/hour meters
1080,"Taximeters,totalizers of traveled road,etc"
1081,Speed indicators and tachometers
1082,Stroboscopes
1083,Parts and access.f/speed indicators/tachometers
1084,Parts and access.f/other counters/stroboscopes
1085,Instruments and apparatus for measuring radioactivity
1086,Oth.instr.and apparatus f/measuring ionising radiations
1087,"Parts f/lamps and lighting fittings,of glass"
1088,"Parts f/lamps and lighting fittings,of plastic"
1089,"Parts f/lamps and lighting fittings,of other materials"
1090,Prefabricated greenhouses
1091,"Other prefabricated buildings, of wood"
1092,"Other prefabricated buildings, of iron or steel"
1093,"Other prefabricated buildings, of other materials"
1094,Wheeled toys for children and dolls' carriages
1095,"Dolls represent.human beings,with mechan./electric"
1096,"Other dolls repres.human beings,whether or not dressed"
1097,Garments and acces.therefor f/dolls repres.human beings
1098,Other parts and access.f/dolls repres.human beings
1099,Wheeled toys f/children and dolls' carriages
1100,"Fishing vessels,factory ships,etc.length>=35m"
1101,"Other fishing vessels,factory ships,etc."
1102,Inflatable boats
1103,"Sailboats,with or without auxiliary motor"
1104,"Printed circuits mounted f/telephonic, etc."
1105,"Laser printing mechanisms, etc.f/facsimile apparatus"
1106,Furniture and framew.f/telephonic/telegraphic apparatus
1107,"Registrars/selectors f/central automatic phone, etc."
1108,Piezo-electric transducers for telephone set
1109,Other parts of apparatus for telephony/telegraphy
1110,Microphones and their supports
1111,Specific piezo-eletric for appar./equip.of telephony
1112,Other microphones and their supports
1113,"Single loudspeakers, mounted in their enclosures"
1114,"Multiple loudspeakers, mounted in the same enclosure"
1115,Other loudspeakers
1116,Specific piezo-eletric for appar./equip.of telephony
1117,Other specific for teleph. appar./equip.
1118,"Earphones, including with microphones"
1119,Audio-frequency electric amplifiers
1120,Electric sound amplifier sets
1121,Parts of loudspeakers
1122,"Parts of microphones, earphones, amplifiers, etc"
1123,Oth.fixed capacitors with ceram.dielectric
1124,Fixed capacit.with diel.paper/plast.f/surf.moun.device
1125,Other fixed capacit.with dielec.paper/plastic
1126,"Oth.elec.capacitors, fixed, f/surf.moun.device"
1127,"Other electrical capacitors, fixed"
1128,"Electr.capacit., variable/adjustable f/surf.moun.device"
1129,"Other electrical capacitors, variable/adjustable"
1130,"Parts of electric.capacitors, fixed/variable/adjustable"
1131,"Electrical resistors, fixed, carbon, agglom./layers"
1132,"Electrical resistors, fixed, f/pot<=20w, of thread"
1133,"Electric.resistors, fixed, f/pot<=20w, f/surf.moun.device"
1134,"Other electric.resistors, fixed, f/pot<=20w"
1135,"Other electric.resistors, fixed"
1136,Potentiometers for potencyu <= 20w
1137,Oth.wirewound variable resistors(electrical)/pot<=20w
1138,Other potentiometers
1139,Other wirewound variable resistors (electrical)
1140,Thermistors
1141,Varistors for a voltage not exceeding 1000 V
1142,"Aerial simulators for transmitters, pot>=25kw"
1143,"Oth.electric.mach.apparatus,having individual functions"
1144,"Text terminals,oper.with baudot´s code transm.,etc"
1145,"Oth.electric.mach.apparatus,having individual functions"
1146,Parts of video radio-freq.amplifier mach.appar.etc.
1147,"Parts of oth.electr.mach.apparatus,having indiv.funct."
1148,"Insulated coppe wire f/winding,f/elect.use"
1149,"Insulated alluminium wire f/winding,f/elect.use"
1150,"Other insulated wires f/winding,f/elect.use"
1151,Co-axial cables and oth.co-axial electr.conductors
1152,Ignition wiring sets and other wiring sets used in veh.
1153,"Oth.electr.conductors with connection fitting,tens<=80v"
1154,"Other electric conductors f/tension<=100v, with pieces of connection"
1155,Other electric conductors f/tension<=80v
1156,"Oth.elect.conductors with connect.fittngs,80<t<=1000v"
1157,Other electric conductors 80v<tension<=1.000v
1158,"Motor-boats, other than outboard motor-boats"
1159,"Other vessels for pleasure or sports,incl.canoes"
1160,Tugs and pusher craft
1161,Dredgers
1162,"Floating/submersible drilling or product.platforms,etc."
1163,"Light-vessels/floating cranes/docks/flotation dikes,etc"
1164,Other vessels
1165,Warships
1166,"Other vessels, including lifeboats"
1167,Inflatable rafts
1168,Other floating structures
1169,Vessels and other floating structures f/breaking up
1170,"Optical fibres,nucleus diam.<11micron"
1171,Other optical fibres
1172,Optical fibre bundles and cables
1173,Sheets and plates of polarising material
1174,Other digital monolithic integrated circuits
1175,"Other monolithic integrated circuits,not mounted"
1176,Other digital analogical integrated circuits
1177,"Other monolithic integrated circuits,mounted"
1178,"Other monolithic integrated circuits,no mounted"
1179,"Oth.digital-analog.monolithic integr.circuits,mounted"
1180,"Other monolithic integr.circuits,mounted"
1181,"Digit.monolithic integrated circuits,no mounted"
1182,"Microcontrollers,mounted,f/surface mounted device (smd)"
1183,Other integrated circuits
1184,Steering wheels for motorized vehicles
1185,Steering columns for motor vehicles
1186,Steering boxes for motor vehicles
1187,"Inflatable bags of safety with system of inflating (""airbags"")"
1188,"Inflatable bags for ""airbags"""
1189,Airbag inflator for device of safety
1190,Outras partes e acess.de carrocarias p/veic.automoveis
1191,Other parts and access.f/tractors and motor vehicles
1192,"Device f/command,acceler.,brake,etc.f/motor vehicles"
1193,Other parts and access.f/tractors and motor vehicles
1194,"Elect.works trucks,n/fitted with lift.equip.in fact.etc"
1195,"Oth.works trucks,n/fitted with lift.equipm.in fact.etc"
1196,"Parts of works trucks,n/fitted with lift.equip.fact.etc"
1197,Vehicles and cars armored of combat and its parts
1198,Motorcyc.etc.with recip.int.comb.pist.engine cyl<=50cm3
1199,Motorcyc.with recip.int.comb.pist.eng.50cm3<cyl<=125cm3
1200,Motorc.with recip.int.comb.pist.eng.125cm3<cyl<=250cm3
1201,Gas masks
1202,Other respiration apparatus
1203,Articles and orthopaedic appliances
1204,Articles and fracture appliances
1205,"Parts/access.of articles/orthopaedic appliances,articul"
1206,Other parts/access.of orthopaedic/fracture
1207,"Prostheses articulate,femoral"
1208,"Prostheses articulate,myoelectric"
1209,Other prostheses articulate
1210,Articles and orthopaedic appliances
1211,Articles and fracture appliances
1212,Parts and access.of articles and orthopaed.appl.artic.
1213,Parts and access.of prostheses articulate/orthop.appl.
1214,Acrylic artificial teeth
1215,"Other artificial teeth, except of acrylic"
1216,Other articles and dental fittings appliances
1217,Mechanical heart valves
1218,Heart valves exc.mechanical
1219,Intra-ocular lenses
1220,Prostheses of covered vascular arteries
1221,Mammary prostheses n/implant
1222,Other radio-broad.recep.appar/equip. comb. with disc./cass.play. and rec.
1223,Other recep.appar.comb.with appar. sound. reprod./grab.
1224,"Other no commerc.recep.with rep./rec.apar/equip., comb. with clock"
1225,Tuning amplifiers (receiver)
1226,Other radio-broad.recep.appar./equip. with radiotel./radioteleg.
1227,Integ.receiver-decoder of dig.signs codif.videos colour
1228,Integr.receiv.-decod.without exit radio-freq.audio exit
1229,Oth.integ.receiver-decod.of dig.signs cod.videos colour
1230,Oth.recep.appar.f/col.telev.incl.sound/image apparatus
1231,"Recep.appar.f/blakc/white telev.incl.radio, etc."
1232,"Video monitors, colour"
1233,"Video monit., colour, with sweeping disposit.etc"
1234,"Other video monitors, colour"
1235,"Video monitors, black and white or oth.monochrome"
1236,Video projectors
1237,"Output unit for video, with monocr. crt (cathode ray tube)"
1238,"Digit.monolithic integrated circuits, no mounted"
1239,"Ram memories <=25ns,eprom,eeprom,prom,rom,flash"
1240,Other digital digital memories
1241,"Other ram memories <25ns,eprom,eeprom,prom,flash"
1242,Other ram memories <25ns
1243,"Hybrid.integrat.circuit. thick.<1micron, freq>800mhz"
1244,Other hybrid. integrat. circuit. thick<=1 micron
1245,"Other monolithic integr.circuits, no mounted"
1246,Transm/.recep.appar./equip.dig.p/radiotel.freq<15ghz
1247,"Rad. appar./equip., dig.freq. <=23ghz, rate <=8mbits/s"
1248,Other appar./equip. of digital radioteleph./radiotelegr.
1249,Appar./equip. transm.radioteleph./radiotelegr.
1250,Person.recept. of amateur radio with alfa-num presentation
1251,"Other rec. appar./equip.of telev., colour"
1252,Other monocr./black & white/ tv rec. appar./equip.
1253,"Aerials with parabolic reflectors, exc.f/phone cellular"
1254,"Other aerials, except for phone cellular"
1255,"Aerials for cellular phone portable, exc.telescopic"
1256,"Other aerials and aerial reflectors, its parts"
1257,Cabinets and framework f/transmis./receivers apparatus
1258,Cabinets and framework f/transmis./receivers apparatus
1259,Other parts f/transmission/receivers apparatus
1260,Other parts receivers apparatus radio-broad.televis.etc
1261,Oth.parts f/radar apparatus
1262,Other parts for radio navigational apparatus
1263,Oth.parts f/radio remote control appar/tv cameras/video
1264,Digital elec.appar.f/control of railways traffic
1265,Oth.electrical signalling appar.etc.for railways
1266,Digital elec.appar.f/control of self-driven traffic
1267,"Oth.electrical signalling appar.etc.f/terrest.roads, etc"
1268,Radio-freq. amplifier for microwave with low noise temp.<55k
1269,Radio-freq. amplifier for distribution of signs for television
1270,Other radio-freq amplifier for microwave sign recept.
1271,Other radio-freq amplifier for microwave sign transm.
1272,Other radio-freq. amplifiers
1273,Apparatus to electrocute insects
1274,Gener.of special effects with man.2 or 3 dimen. +d/10 inputs
1275,Digital character generators
1276,Frame synchroniz/curr. time base recorders
1277,Controllers of edition for video
1278,Real time digital mixers with 8 or more inputs
1279,Routing switches for  more than 20 inputs  and more than 16 outputs
1280,Other aux. machinery for video
1281,Television standard transcoders or converter
1282,"Aerial simulators for transmitters,pot>=25kw"
1283,"Text terminals,oper.with baudot´s code transm.,etc"
1284,Electric fence energisers
1285,"Balloons,dirigibles and other aircraft n/motorized"
1286,"Helicopters of weight<=2000kg,empty"
1287,"Helicopters 2000kg<weight<=3500kg,empty"
1288,"Other helicopters of weight>3500kg,empty"
1289,"Propeller-driven aeroplanes,etc.weight<=2000kg,empty"
