,id_1,source_1,id_2,source_2
222,373,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen",26838,land
223,374,"Vegetables; sweetcorn, uncooked or cooked by steaming or boiling in water, frozen",8445,tc
224,375,"Vegetables; uncooked or cooked by steaming or boiling in water, frozen, n.e.s. in chapter 7",42470,tea
225,377,"Vegetables; olives, provisionally preserved but unsuitable in that state for immediate consumption",43888,vision
226,379,"Vegetables; mushrooms of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption",5467,agaricus
227,380,"Vegetables; mushrooms other than of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption",22028,gari
228,382,"Vegetables; onions, whole, cut, sliced, broken or in powder but not further prepared, dried",1976,onions
229,383,"Vegetables; mushrooms and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",38324,lice
230,384,"Vegetables; wood ears (Auricularia spp), whole, cut, sliced, broken or in powder but not further prepared, dried",7652,ears
231,385,"Vegetables; jelly fungi (Tremella spp)), whole, cut, sliced, broken or in powder but not further prepared, dried",14977,fungi
232,386,"Vegetables; mushrooms, other than the genus Agaricus and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",44129,who
233,388,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned or split, dried",38580,pisum sativum
234,391,"Vegetables, leguminous; small red (adzuki) beans (phaseolus or vigna angularis), shelled, dried, whether or not skinned or split",43477,uk
235,393,"Vegetables, leguminous; bambara beans (Vigna subterranea or Voandzeia subterranea), shelled, whether or not skinned or split, dried",43787,vigna
236,397,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), dried, shelled, whether or not skinned or split",822,broad beans
237,405,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers, high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried; sago pith",3833,arrowroot
238,407,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled, desiccated",1939,nuts
239,408,"Nuts, edible; coconuts, in the inner shell (endocarp)",11087,endocarp
240,409,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled, other than desiccated",7376,peel
241,410,"Nuts, edible; Brazil nuts, fresh or dried, whether or not shelled or peeled",810,brazil
242,416,"Nuts, edible; almonds, fresh or dried, in shell",44670,almonds
243,418,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell",5664,filberts
244,419,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",5665,hazelnuts
245,420,"Nuts, edible; walnuts, fresh or dried, in shell",3732,walnuts
246,423,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell",2683,castanea
247,424,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled",42666,chest
248,426,"Nuts, edible; pistachios, fresh or dried, in shell",46639,chios
249,428,"Nuts, edible; macadamia, fresh or dried, whether or not shelled or peeled",27918,maca
250,429,"Nuts, edible; macadamia, fresh or dried, in shell",1628,macadamia nuts
251,430,"Nuts, edible; macadamia, fresh or dried, shelled",30468,macadamia
252,432,"Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled",38608,areca
253,436,"Fruit, edible; bananas, other than plantains, fresh or dried",14682,fruit
254,441,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",1166,guavas
255,443,"Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried",4915,citrus
256,445,"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried",27837,lemons
257,447,"Fruit, edible; grapes, fresh",13088,pes
258,450,"Fruit, edible; melons, (other than watermelons), fresh",1724,melons
259,459,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",39487,cerasus
260,460,"Fruit, edible; peaches including nectarines, fresh",36907,nectar
261,461,"Fruit, edible; plums and sloes, fresh",38989,plums
262,464,"Fruit, edible; black, white or red currants and gooseberries, fresh",17736,gooseberries
263,467,"Fruit, edible; durians, fresh",679,durians
264,469,"Fruit, edible; fruits n.e.s. in heading no. 0801 to 0810, fresh",14816,fruits
265,470,"Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",42109,straw
266,471,"Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter",8799,mulberries
267,477,"Fruit, edible; prunes, dried",2635,prunes
268,481,"Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions",42240,sulphur
269,482,"Coffee,  not roasted or decaffeinated",5470,coffee
270,483,"Coffee; decaffeinated, not roasted",37288,oas
271,486,"Coffee,  husks and skins",20739,skins
272,488,"Coffee; husks and skins, coffee substitutes containing coffee in any proportion",22199,husks
273,489,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg",43194,rm
274,494,"Spices; pepper (of the genus piper), neither crushed nor ground",4013,spices
275,495,"Spices; pepper (of the genus piper), crushed or ground",8811,pepper
276,496,"Spices; fruits of the genus capsicum or pimenta, dried or crushed or ground",1938,capsicum
277,497,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground",7046,dried fruits
278,499,"Spices,  vanilla",22309,ices
279,502,"Spices; cinnamon and cinnamon-tree flowers, neither crushed nor ground",45984,cinnamon
280,503,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",4712,cinnamomum
281,504,"Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",20887,amomum
282,507,"Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground",8839,ems
283,508,"Spices; cloves (whole fruit, cloves and stems), crushed or ground",42001,stems
284,512,"Spices,  mace",8796,mace
285,515,"Spices,  cardamoms",45771,cardamoms
286,518,"Spices,  anise or badian seeds",44766,anise
287,519,"Spices,  coriander seeds",479,coriander
288,521,"Spices; coriander seeds, crushed or ground",40838,seeds
289,522,"Spices,  cumin seeds",533,cumin
290,525,"Spices,  caraway seeds",45755,caraway
291,526,"Spices,  fennel or juniper seeds",862,fennel
292,527,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground",44765,anis
293,528,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground",44766,anise
294,532,"Spices,  saffron",2997,saffron
295,533,"Spices,  turmeric (curcuma)",3602,turmeric
296,536,"Cereals,  durum wheat",3426,cereals
297,537,"Cereals; wheat and meslin, durum wheat, seed",19870,heat
298,538,"Cereals; wheat and meslin, durum wheat, other than seed",44112,wheat
299,551,"Cereals; maize (corn), seed",1647,corn (maize)
300,552,"Cereals; maize (corn), other than seed",1648,maize
301,553,"Cereals,  rice in the husk (paddy or rough)",40146,paddy
302,554,"Cereals,  husked (brown) rice",40147,rice
303,555,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",18260,holly
304,558,"Cereals; grain sorghum, seed",778,rai
305,559,"Cereals; grain sorghum, other than seed",17901,grain
306,580,"Cereal grains; rolled or flaked, of oats",39834,rain
307,587,"Flakes,  of potatoes",26709,lakes
308,589,"Flour and meal; of sago, roots or tubers of heading no. 0714",3876,sago
309,591,"Malt,  not roasted",31149,malt
310,593,"Starch,  wheat",41955,starch
311,595,"Starch,  potato",3866,potato starch
312,598,Inulin,23946,inulin
313,599,"Wheat gluten,  whether or not dried",16513,gluten
314,615,"Oil seeds; cotton seeds, seed, whether or not broken",5875,cotton
315,626,"Flours and meals of oil seeds or oleaginous fruits,  excluding soya beans and mustard seeds",8801,mustard
316,627,"Seed; sugar beet seed, of a kind used for sowing",41738,sowing
317,629,"Seed; lucerne (alfalfa) seed, of a kind used for sowing",32833,alfalfa
318,630,"Seed; clover (trifolium spp.) seed, of a kind used for sowing",42985,trifolium
319,632,"Seed; kentucky blue grass (poa pratensis l.) seed, of a kind used for sowing",9040,ensis
320,633,"Seed; rye grass (lolium multiflorum lam., lolium perenne l.) seed, of a kind used for sowing",29724,lolium
321,634,"Seed; of forage plants, other than beet seed, n.e.s. in item no. 1209.2",20747,forage
322,638,"Hop cones,  neither ground nor powdered nor in the form of pellets",4261,cones
323,640,"Ginseng roots, used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes; fresh or dried, whether or not cut, crushed or powdered",20298,ginseng
324,641,"Coca leaf; used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",37637,oca
325,643,"Plants and parts (including seeds and fruits) n.e.s. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes; fresh or dried, whether or not cut, crushed or powdered",14815,fresh fruits
326,644,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground",3103,seaweeds
327,651,Lucerne (alfalfa) meal and pellets,8795,lucerne meal
328,652,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise",19764,hay
329,653,Gum Arabic,19010,gum arabic
330,654,"Natural gums, resins, gum-resins, balsams, n.e.s. in heading no. 1301",37333,balsa
331,655,"Vegetable saps and extracts,  opium",5111,opium
332,656,"Vegetable saps and extracts,  of liquorice",1574,liquorice
333,657,"Vegetable saps and extracts,  of hops",1276,hops
334,658,"Vegetable saps and extracts,  of pyrethrum or of the roots of plants containing rotenone",10924,extracts
335,659,"Vegetable saps and extracts,  n.e.s. in item no. 1302.1",27772,acts
336,660,"Mucilages and thickeners; agar-agar, whether or not modified, derived from vegetable products",5445,agar agar
337,661,Bamboo used primarily for plaiting,19877,lai
338,662,"Vegetable products,  cotton linters",2375,vegetable products
339,670,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil; not emulsified or mixed or otherwise prepared",41989,stearin
340,671,"Oils of fish; fish-liver oils and their fractions, whether or not refined, but not chemically modified",37396,oils
341,672,Wool grease and fatty substances derived therefrom (including lanolin),16784,substances
342,676,"Vegetable oils; ground-nut oil and its fractions, crude, not chemically modified",43661,vegetable oils
343,681,"Vegetable oils; palm oil and its fractions, crude, not chemically modified",37732,palm oils
344,683,"Vegetable oils; sunflower seed or safflower oil and their fractions, crude, not chemically modified",2996,safflower
345,684,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",20078,sunflower
346,685,"Vegetable oils; cotton-seed oil and its fractions; crude, whether or not gossypol has been removed, not chemically modified",4917,gossypol
347,704,"Vegetable oils; jojoba oil and its fractions, whether or not refined, but not chemically modified",1428,jojoba
348,706,"Animal fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",21819,hydrogen
349,708,"Margarine,  excluding liquid margarine",31813,margarine
350,711,Industrial monocarboxylic fatty acids n.e.s. in heading no. 1519,7470,dust
351,712,"Vegetable waxes (other than triglycerides),  whether or not refined or coloured",3560,triglycerides
352,714,"Degras,  residues resulting from the treatment of fatty substances or animal or vegetable waxes",40021,residues
353,715,"Meat preparations; sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",2998,sage
354,716,"Meat preparations; homogenised preparations of meat, meat offal or blood",37820,para
355,717,"Meat preparations,  of the prepared or preserved liver of any animal (excluding homogenised preparations)",39886,rations
356,725,"Meat preparations; of meat, meat offal or the blood of any animal, n.e.s. in heading no. 1602",45732,blood
357,728,"Fish preparations; sardines, sardinella and brisling or sprats, prepared or preserved, whole or in pieces (but not minced)",41873,brisling
358,733,"Fish preparations,  caviar and caviar substitutes",2952,caviar
359,734,"Fish preparations,  caviar",18874,cavia
360,737,"Crustacean preparations; shrimps and prawns, prepared or preserved",45297,awns
361,738,"Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers",5675,containers
362,742,"Mollusc preparations; scallops, including queen scallops, prepared or preserved",40632,scallops
363,746,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved",39271,arkshells
364,750,"Aquatic invertebrates; sea cucumbers, prepared or preserved",43706,vertebrates
365,751,"Aquatic invertebrates; sea urchins, prepared or preserved",40759,sea urchins
366,754,"Sugars; cane sugar, raw, in solid form, not containing added flavouring or colouring matter",907,flavour
367,756,"Sugars; cane sugar, raw, in solid form, as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter",12602,flavouring
368,757,"Sucrose; chemically pure, containing added flavouring or colouring matter, in solid form",42199,sucrose
369,759,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",26564,lactose
370,762,"Sugars; glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter",14667,fructose
371,764,"Sugars; fructose, chemically pure, in solid form",42226,sugars
372,767,"Sugars; molasses, from sugar cane, resulting from the extraction or refining of sugar",6000,traction
373,768,"Sugars; molasses, from sugar beet, resulting from the extraction or refining of sugar",21479,extraction
374,769,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",4126,chocolate
375,771,"Cocoa; shells, husks, skins and other cocoa waste",8221,cocoa husks
376,777,"Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg",5482,cola
377,782,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares",816,bread
378,783,"Food preparations; of flour, meal, starch, malt extract or milk products, for uses n.e.s. in heading no. 1901",43578,uses
379,784,"Food preparations; pasta, containing eggs, uncooked, not stuffed or otherwise prepared",18989,tuff
380,785,"Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared",37952,pasta
381,789,"Food preparations; tapioca and substitutes thereof, prepared from starch in the form of flakes, grains, pearls, siftings or similar",37988,pearls
382,790,"Food preparations,  obtained by the swelling or roasting of cereals or cereal products",10078,swelling
383,792,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (eg corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat",11379,bulgur
384,796,"Food preparations; sweet biscuits, waffles and wafers, whether or not containing cocoa",5084,biscuits
385,801,"Vegetable preparations; cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",43355,acetic acid
386,803,"Vegetable preparations; tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",43860,vinegar
387,817,"Vegetable preparations; sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen",10654,zea
388,818,"Vegetable preparations; bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",3188,shoots
389,821,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes; homogenised, cooked preparations, whether or not containing added sugar or other sweetening matter",1679,marmalades
390,822,"Jams, jellies, marmalades, purees and pastes; of citrus fruit, being cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter",25282,jams
391,823,"Jams, fruit jellies, marmalades, purees and pastes; of fruit or nuts n.e.s. in heading no. 2007, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter",45024,pastes
392,831,"Fruit; peaches, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit",37979,peaches
393,833,"Palm hearts; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit",19841,heart
394,835,"Fruit; cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea), prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit",43597,vaccinium
395,853,"Juice; Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter",43911,vitis
396,857,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee",5623,concentrates
397,860,"Yeasts,  active",44315,yeasts
398,861,"Yeasts; inactive, other single-cell micro-organisms, dead",36111,organisms
399,862,"Baking powders,  prepared",7520,powders
400,864,"Sauces,  tomato ketchup and other tomato sauces",40600,sauces
401,866,"Sauces and preparations therefor,  mixed condiments and mixed seasonings",5628,condiments
402,867,Soups and broths and preparations therefor,4600,soups
403,868,Homogenised composite food preparations,17015,site
404,870,"Protein,  concentrates and textured protein substances",3915,texture
405,872,"Waters; mineral and aerated, including natural or artificial, (not containing added sugar or other sweetening matter nor flavoured)",7267,neral
406,873,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow",41409,snow
407,875,"Non-alcoholic beverages; n.e.s. in item no. 2202.10, not including fruit or vegetable juices of heading no. 2009",8178,alcoholic beverages
408,877,"Wine,  sparkling",45891,champagne and sparkling wines
409,881,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less",3664,vermouth
410,882,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres",18055,grapes
411,883,"Beverages, fermented; (eg cider, perry, mead)",2220,perry
412,884,"Undenatured ethyl alcohol,  of an alcoholic strength by volume of 80% vol. or higher",42112,strength
413,885,"Ethyl alcohol and other spirits; denatured, of any strength",41841,spirits
414,886,Spirits obtained by distilling grape wine or grape marc,6940,distilling
415,887,Whiskies,3765,whiskies
416,890,Vodka,7050,vodka
417,891,Liqueurs and cordials,10057,cord
418,892,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",29105,liqueurs
419,894,"Flours, meals and pellets; of meat or meat offal, greaves",45272,aves
420,897,"Bran, sharps and other residues; of rice, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",711,bran
421,900,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",34475,milling
422,903,"Brewing or distilling dregs and waste,  whether or not in the form of pellets",897,brewing
423,913,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils",8704,kernels
424,916,"Wine lees,  argol",11578,lees
425,917,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",11514,feeding
426,918,"Dog or cat food; put up for retail sale, used in animal feeding",40053,retail
427,919,"Dog or cat food; (not put up for retail sale), used in animal feeding",42383,tail
428,920,"Tobacco, (not stemmed or stripped)",42766,tobacco
429,922,Tobacco refuse,2860,refuse
430,923,"Cigars, cheroots and cigarillos; containing tobacco including the weight of every band, wrapper or attachment thereto",40262,roots
431,932,Aviation spirit **LEGACY NON-WCO CODE**,6880,aviation
432,933,Light petroleum distillates nes **LEGACY NON-WCO CODE**,28616,light
433,934,Phosphorus,5969,dissolved organic phosphorus
434,936,Phosphoric acid and polyphosphoric acids,45414,acids
435,937,"Ammonia,  anhydrous",19594,ammonia
436,938,"Halogenated derivatives of aromatic hydrocarbons; hexachlorobenzene and DDT (1,1,1-tri-chloro-2,2-bis (p-chlorophenyl) ethane)",2039,carbon
437,939,"Alcohols; polyhydric, glycerol",8329,alcohols
438,940,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol",8798,menthol
439,941,"Aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; vanillin (4-hydroxy-3-methoxybenzaldehyde)",2259,phenols
440,942,"Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters",9901,esters
441,944,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), citric acid",37649,oxygen
442,946,"Amino-aldehydes, amino-ketones and amino-quinones; other than those containing more than one kind of oxygen function; salts thereof",8451,aldehydes
443,947,"Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof",1985,carbamates
444,948,"Organo-sulphur compounds,  thiocarbamates and dithiocarbamates",1986,dithiocarbamates
445,949,"Organo-sulphur compounds,  captafol (ISO) and methamidophos (ISO)",14789,captafol
446,950,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), n.e.s. in item no. 2932.9",26554,lactones
447,956,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products",5602,mixed fertilizers
448,957,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution",11851,fertilizers
449,958,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate",11004,mineral fertilizers
450,959,"Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate",16293,ammonium
451,961,"Fertilizers, mineral or chemical; ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, mixtures thereof",1445,calcium
452,962,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",37112,nitrogen
453,963,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate",17295,salts
454,964,"Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution",43521,urea
455,966,"Fertilizers, mineral or chemical; phosphatic, superphosphates",20639,phosphates
456,969,"Fertilizers, mineral or chemical; potassic, potassium chloride",39206,potassium
457,970,"Fertilizers, mineral or chemical; potassic, potassium sulphate",39216,potassium sulphate
458,972,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg",5253,tablets
459,973,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",8592,elements
460,977,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates",37105,nitrates
461,978,"Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium",38303,phosphorus
462,980,"Oils, essential; of orange (terpeneless or not), including concretes and absolutes",5627,concrete
463,981,"Oils, essential; of lemon (terpeneless or not), including concretes and absolutes",7480,solutes
464,983,"Oils, essential; of peppermint (mentha piperita), terpeneless or not, including concretes and absolutes",1785,mint
465,984,"Oils, essential; of mints (excluding peppermint), terpeneless or not, including concretes and absolutes",33424,peppermint
466,987,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, terpenic by-products, aqueous distillates and solutions",11699,solutions
467,988,Casein,361,kappa-casein
468,989,"Caseinates and other casein derivatives,  casein glues",1887,glues
469,990,"Albumins,  egg albumin",8037,albumins
470,993,"Albumins; milk albumin, including concentrates of two or more whey proteins",39457,proteins
471,994,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading no. 3501",2465,casein
472,996,Dextrins and other modified starches,6697,dextrins
473,997,"Enzymes,  rennet and concentrates thereof",7402,rennet
474,998,"Insecticides,  put up in forms or packings for retail sale or as preparations or articles",23494,insecticides
475,999,"Fungicides,  put up in forms or packings for retail sale or as preparations or articles",14990,fungicides
476,1000,"Herbicides, anti-sprouting products and plant-growth regulators; put up in forms or packings for retail sale or as preparations or articles",4215,sprouting
477,1001,"Insecticides, rodenticides, fungicides, disinfectants, herbicides and the like; containing one or more substances specified in Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles",6929,disinfectants
478,1003,"Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids",11299,fatty acids
479,1004,"Sorbitol,  other than that of subheading no. 2905.44",41664,sorbitol
480,1005,"Biodiesel and mixtures thereof,  not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",19707,biodiesel
481,1006,"Rubber; natural rubber latex, whether or not pre-vulcanised, in primary forms or in plates, sheets or strip",17208,canis
482,1007,"Rubber; natural (excluding latex), in smoked sheets",27345,latex
483,1008,"Rubber; technically specified natural rubber (TSNR), in primary forms or in plates, sheets or strip (excluding latex and smoked sheets)",40302,rubber
484,1010,"Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip",3784,chicle
485,1011,"Hides and skins; raw, whole, of bovine or equine animals, of a weight per skin not exceeding 8kg when simply dried, 10kg when dry-salted or 14kg when fresh, wet-salted or otherwise preserved",36290,wet weight
486,1014,"Skins; raw, of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), with wool on",26741,lambs
487,1015,"Skins; raw, of sheep or lambs, pickled (but not tanned, parchment-dressed or further preserved), without wool on",44234,wool
488,1016,"Skins; raw, of sheep or lambs, fresh or salted, dried, limed or otherwise preserved other than by pickling, (but not tanned, parchment-dressed or further preserved), without wool on",38420,pickling
489,1019,"Tanned or crust hides and skins; without hair on, bovine or equine, in the wet state (including wet blue), full grains, unsplit; grain splits",17008,state
490,1025,"Tanned or crust hides and skins; of goats or kids, without hair on, whether or not split, but not further prepared, in the wet state (including wet blue)",26039,kids
491,1029,"Tanned or crust hides and skins; of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet blue)",40010,reptiles
492,1035,"Furskins; raw, heads, tails, paws and other pieces or cuttings, suitable for furrier's use, excluding goods of heading no. 4101, 4102 and 4103",6280,cuttings
493,1040,"Furskin articles,  other than apparel and clothing accessories",46447,clothing
494,1041,"Wood; in chips or particles, coniferous",37117,nif
495,1042,"Wood; in chips or particles, non-coniferous",44206,wood
496,1043,"Wood; sawdust, waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",8212,briquettes
497,1044,"Wood; for fuel, sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms; wood pellets",29696,logs
498,1045,"Wood; charcoal (including shell or nut charcoal), whether or not agglomerated",3592,charcoal
499,1046,"Wood; in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains, creosote or other preservatives",506,creosote
500,1047,"Wood; coniferous, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",40532,sap
501,1048,"Wood; dark red meranti, light red meranti, meranti bakau; in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",40564,sapwood
502,1049,"Wood, tropical; (as specified in subheading note 1, chapter 44, customs tariff), n.e.s. in item no. 4403.41, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",43721,bark
503,1051,"Wood; beech, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",19477,eec
504,1053,"Wood; coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",27851,length
505,1055,"Wood, coniferous; sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",42653,thickness
506,1056,"Wood; meranti, lauan, seraya, alan, keruing, ramin, kapur, jelutong, teak, jongkong, merbau, kempas; sawn or chipped lengthwise, sliced or peeled, thicker than 6mm",7543,jelutong
507,1057,"Wood; okoume, obeche, sapelli, sipo, acajou d'afrique, makore, iroko, tiama, mansonia, ilomba, dibetou, limba, azobe; sawn or chipped lengthwise, sliced or peeled, thicker than 6mm",4054,iroko
508,1065,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",39562,acer
509,1066,"Wood; cherry (Prunus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",39488,prunus
510,1067,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",14267,fraxinus
511,1069,"Wood; n.e.s. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, not thicker than 6mm",38999,plywood
512,1070,"Wood; coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edge or face, whether or not planed, sanded or finger-jointed",12761,flooring
